,Epoch,Value
0,1,0.0007999999797903001
1,2,0.0007999999797903001
2,3,0.0007999999797903001
3,4,0.0007999999797903001
4,5,0.0007999999797903001
5,6,0.0007999999797903001
6,7,0.0007999999797903001
7,8,0.0007999999797903001
8,9,0.0007999999797903001
9,10,0.0007999999797903001
10,11,0.0007999999797903001
11,12,0.0007999999797903001
12,13,0.0007999999797903001
13,14,0.0007999999797903001
14,15,0.0007999999797903001
15,16,0.0007999999797903001
16,17,0.0007999999797903001
17,18,0.0007999999797903001
18,19,0.0007999999797903001
19,20,0.0007999999797903001
20,21,0.0007999999797903001
21,22,0.0007999999797903001
22,23,0.0007999999797903001
23,24,0.0007999999797903001
24,25,0.0007999999797903001
25,26,0.0007999999797903001
26,27,0.0007999999797903001
27,28,0.0007999999797903001
28,29,0.0007999999797903001
29,30,0.0007999999797903001
30,31,0.0007999999797903001
31,32,0.0007999999797903001
32,33,0.0007999999797903001
33,34,0.0007999999797903001
34,35,0.0007999999797903001
35,36,0.0007999999797903001
36,37,0.0007999999797903001
37,38,0.0007999999797903001
38,39,0.0007999999797903001
39,40,0.0007999999797903001
40,41,0.0007999999797903001
41,42,0.0007999999797903001
42,43,0.0007999999797903001
43,44,0.0007999999797903001
44,45,0.0007999999797903001
45,46,0.0007999999797903001
46,47,0.0007999999797903001
47,48,0.0007999999797903001
48,49,0.0007999999797903001
49,50,0.0007999999797903001
50,51,0.0007999999797903001
51,52,0.0007999999797903001
52,53,0.0007999999797903001
53,54,0.0007999999797903001
54,55,0.0007999999797903001
55,56,0.0007999999797903001
56,57,0.0007999999797903001
57,58,0.0007999999797903001
58,59,0.0007999999797903001
59,60,0.0007999999797903001
60,61,0.0007999999797903001
61,62,0.0007999999797903001
62,63,0.0007999999797903001
63,64,0.0007999999797903001
64,65,0.0007999999797903001
65,66,0.0007999999797903001
66,67,0.0007999999797903001
67,68,0.0007999999797903001
68,69,0.0007999999797903001
69,70,0.0007999999797903001
70,71,0.0007999999797903001
71,72,0.0007999999797903001
72,73,0.0007999999797903001
73,74,0.0007999999797903001
74,75,0.0007999999797903001
75,76,0.0007999999797903001
76,77,0.0007999999797903001
77,78,0.0007999999797903001
78,79,0.0007999999797903001
79,80,0.0007999999797903001
80,81,0.0007999999797903001
81,82,0.0007999999797903001
82,83,0.0007999999797903001
83,84,0.0007999999797903001
84,85,0.0007999999797903001
85,86,0.0007999999797903001
86,87,0.0007999999797903001
87,88,0.0007999999797903001
88,89,0.0007999999797903001
89,90,0.0007999999797903001
90,91,0.0007999999797903001
91,92,0.0007999999797903001
92,93,0.0007999999797903001
93,94,0.0007999999797903001
94,95,0.0007999999797903001
95,96,0.0007999999797903001
96,97,0.0007999999797903001
97,98,0.0007999999797903001
98,99,0.0007999999797903001
99,100,0.0007999999797903001
100,101,0.0007999999797903001
101,102,0.0007999999797903001
102,103,0.0007999999797903001
103,104,0.0007999999797903001
104,105,0.0007999999797903001
105,106,0.0007999999797903001
106,107,0.0007999999797903001
107,108,0.0007999999797903001
108,109,0.0007999999797903001
109,110,0.0007999999797903001
110,111,0.0007999999797903001
111,112,0.0007999999797903001
112,113,0.0007999999797903001
113,114,0.0007999999797903001
114,115,0.0007999999797903001
115,116,0.0007999999797903001
116,117,0.0007999999797903001
117,118,0.0007999999797903001
118,119,0.0007999999797903001
119,120,0.0007999999797903001
120,121,0.0007999999797903001
121,122,0.0007999999797903001
122,123,0.0007999999797903001
123,124,0.0007999999797903001
124,125,0.0007999999797903001
125,126,0.0007999999797903001
126,127,0.0007999999797903001
127,128,0.0007999999797903001
128,129,0.0007999999797903001
129,130,0.0007999999797903001
130,131,0.0007999999797903001
131,132,0.0007999999797903001
132,133,0.0007999999797903001
133,134,0.0007999999797903001
134,135,0.0007999999797903001
135,136,0.0007999999797903001
136,137,0.0007999999797903001
137,138,0.0007999999797903001
138,139,0.0007999999797903001
139,140,0.0007999999797903001
140,141,0.0007999999797903001
141,142,0.0007999999797903001
142,143,0.0007999999797903001
143,144,0.0007999999797903001
144,145,0.0007999999797903001
145,146,0.0007999999797903001
146,147,0.0007999999797903001
147,148,0.0007999999797903001
148,149,0.0007999999797903001
149,150,0.0007999999797903001
150,151,0.0007999999797903001
