,Datetime,Value,ID,Timeseries ID
0,2015-04-09 23:00:00,10797.0,BE,0
1,2015-04-10 00:00:00,10141.0,BE,0
2,2015-04-10 01:00:00,9462.0,BE,0
3,2015-04-10 02:00:00,8995.0,BE,0
4,2015-04-10 03:00:00,8890.0,BE,0
5,2015-04-10 04:00:00,8861.0,BE,0
6,2015-04-10 05:00:00,9020.0,BE,0
7,2015-04-10 06:00:00,9935.0,BE,0
8,2015-04-10 07:00:00,10457.0,BE,0
9,2015-04-10 08:00:00,11014.0,BE,0
10,2015-04-10 09:00:00,11258.0,BE,0
11,2015-04-10 10:00:00,11380.0,BE,0
12,2015-04-10 11:00:00,11300.0,BE,0
13,2015-04-10 12:00:00,11330.0,BE,0
14,2015-04-10 13:00:00,11137.0,BE,0
15,2015-04-10 14:00:00,10861.0,BE,0
16,2015-04-10 15:00:00,10679.0,BE,0
17,2015-04-10 16:00:00,10500.0,BE,0
18,2015-04-10 17:00:00,10330.0,BE,0
19,2015-04-10 18:00:00,10368.0,BE,0
20,2015-04-10 19:00:00,10206.0,BE,0
21,2015-04-10 20:00:00,9981.0,BE,0
22,2015-04-10 21:00:00,10321.0,BE,0
23,2015-04-10 22:00:00,10125.0,BE,0
24,2015-04-10 23:00:00,10379.0,BE,0
25,2015-04-11 00:00:00,9691.0,BE,0
26,2015-04-11 01:00:00,9035.0,BE,0
27,2015-04-11 02:00:00,8421.0,BE,0
28,2015-04-11 03:00:00,8105.0,BE,0
29,2015-04-11 04:00:00,7979.0,BE,0
30,2015-04-11 05:00:00,8031.0,BE,0
31,2015-04-11 06:00:00,8368.0,BE,0
32,2015-04-11 07:00:00,8442.0,BE,0
33,2015-04-11 08:00:00,9067.0,BE,0
34,2015-04-11 09:00:00,9610.0,BE,0
35,2015-04-11 10:00:00,10211.0,BE,0
36,2015-04-11 11:00:00,10265.0,BE,0
37,2015-04-11 12:00:00,10335.0,BE,0
38,2015-04-11 13:00:00,10232.0,BE,0
39,2015-04-11 14:00:00,9845.0,BE,0
40,2015-04-11 15:00:00,9675.0,BE,0
41,2015-04-11 16:00:00,9664.0,BE,0
42,2015-04-11 17:00:00,9729.0,BE,0
43,2015-04-11 18:00:00,9847.0,BE,0
44,2015-04-11 19:00:00,9801.0,BE,0
45,2015-04-11 20:00:00,9662.0,BE,0
46,2015-04-11 21:00:00,9796.0,BE,0
47,2015-04-11 22:00:00,9628.0,BE,0
48,2015-04-11 23:00:00,9751.0,BE,0
49,2015-04-12 00:00:00,9153.0,BE,0
50,2015-04-12 01:00:00,8782.0,BE,0
51,2015-04-12 02:00:00,8317.0,BE,0
52,2015-04-12 03:00:00,8094.0,BE,0
53,2015-04-12 04:00:00,8009.0,BE,0
54,2015-04-12 05:00:00,8138.0,BE,0
55,2015-04-12 06:00:00,8235.0,BE,0
56,2015-04-12 07:00:00,8090.0,BE,0
57,2015-04-12 08:00:00,8415.0,BE,0
58,2015-04-12 09:00:00,8998.0,BE,0
